"","Instrument","Holdings Filing Date","Earliest Holdings Date","Holdings Pct Of Traded Shares Held","Investor Shares Held","Holdings Value Held","Investor Full Name","Holdings Filing Type","Investor Parent Type Description","Investor Turnover","Investor Turnover code","Investor Turnover %","Investor Portfolio Number Of Securities Held","Investor Portfolio Num Of  Securities Bought","Investor Portfolio Number Of Securities Sold","Holdings Percent of  Portfolio","Investor Type Description","Investor Investment Style Code","Investor Investment Orientation","Investor Address Region","Investor Address Country"
"178","ENI.MI","2017-12-31","1997-03-31","0.0101","365430","6049510.94","Credit Suisse Asset Management Funds S.p.A.","Aggregate MFs","Investment Managers","HIGH","HIGH","115.6359","567","197","126","0.05","Investment Advisor","Growth","Active","Europe","Italy"
"179","ENI.MI","2017-12-31","1997-09-30","0.01","363873","6023735.58","AMUNDI IBERIA SGIIC SA","Aggregate MFs","Investment Managers","MED","MED","57.5748","319","103","132","0.27","Investment Advisor","Growth","Active","Europe","Spain"
"180","ENI.MI","2017-12-31","1997-06-30","0.01","363569","6018704.43","Robeco Institutional Asset Management B.V.","Aggregate MFs","Investment Managers","LOW","LOW","45.4065","87","13","82","0.02","Investment Advisor/Hedge Fund","Core Growth","Active","Europe","Netherlands"
"181","ENI.MI","2017-12-31","2005-06-30","0.0099","361202","5979518.51","Signal Iduna Asset Management GmbH","Aggregate MFs","Investment Managers","HIGH","HIGH","124.2221","220","38","258","0.0","Investment Advisor","Income Value","Active","Europe","Germany"
"182","ENI.MI","2017-05-31","2017-05-31","0.0099","360000","5701896.0","Hamburger Sparkasse AG","Aggregate MFs","Investment Managers","LOW","LOW","0.0","939","290","334","0.01","Bank and Trust",".","Active","Europe","Germany"
"183","ENI.MI","2017-12-31","2001-03-31","0.0099","359937","5958577.07","Quoniam Asset Management GmbH","Aggregate MFs","Investment Managers","MED","MED","54.2112","58","1","103","0.4","Investment Advisor/Hedge Fund","Yield","Passive","Europe","Germany"
"184","ENI.MI","2017-12-31","2003-06-30","0.0099","358815","5940002.92","Eaton Vance Management","Aggregate MFs","Investment Managers","LOW","LOW","38.7804","219","49","129","0.0","Investment Advisor/Hedge Fund","Mixed Style","Active","North America","United States"
"185","ENI.MI","2017-12-31","2000-12-31","0.0097","352245","5831239.85","Warburg Invest AG","Aggregate MFs","Investment Managers","MED","MED","73.1513","797","487","132","0.26","Investment Advisor","GARP","Active","Europe","Germany"
"186","ENI.MI","2017-12-31","2017-04-30","0.0094","343306","5683259.18","ReAssure Limited","Aggregate MFs","Investment Managers","MED","MED","75.153","2644","757","1416","0.11","Insurance Company",".","Active","Europe","United Kingdom"
"187","ENI.MI","2017-12-31","1997-06-30","0.0094","342734","5673791.34","Etoile Gestion S.A.","Aggregate MFs","Investment Managers","LOW","LOW","0.0","41","1","10","0.47","Investment Advisor","Core Growth","Active","Europe","France"
"188","ENI.MI","2017-12-31","2002-03-31","0.0094","341221","5648743.04","Royal London Asset Management Ltd.","Aggregate MFs","Investment Managers","MED","MED","95.6878","525","44","305","0.08","Investment Advisor/Hedge Fund","Deep Value","Active","Europe","United Kingdom"
"189","ENI.MI","2017-07-31","2006-12-31","0.0094","340000","5382268.0","Credit Suisse Private Banking (Italy)","Aggregate MFs","Investment Managers","MED","MED","88.9977","862","455","564","0.23","Bank and Trust","Growth","Active","Europe","Italy"
"190","ENI.MI","2017-11-30","2011-09-30","0.0094","340000","5588512.0","Helvetia Versicherungen","Aggregate MFs","Investment Managers","LOW","LOW","0.0","150","18","51","0.02","Insurance Company","GARP","Active","Europe","Switzerland"
"191","ENI.MI","2017-12-31","2015-06-30","0.0092","334413","5536040.01","ERSEL Gestion Internationale S.A.","Aggregate MFs","Investment Managers","HIGH","HIGH","127.4431","5851","2193","4425","0.07","Investment Advisor",".","Active","Europe","Luxembourg"
"192","ENI.MI","2017-12-31","2000-09-30","0.0087","317088","5249233.3","G.I.I.C. Fineco S.G.I.I.C, S.A.U.","Aggregate MFs","Investment Managers","LOW","LOW","37.5242","3640","1120","2683","0.02","Investment Advisor","Growth","Active","Europe","Spain"
"193","ENI.MI","2017-12-31","1999-12-31","0.0086","312000","5165005.22","Premier Asset Management Ltd","Aggregate MFs","Investment Managers","MED","MED","62.6945","2039","839","1647","0.01","Investment Advisor/Hedge Fund","Growth","Active","Europe","United Kingdom"
"194","ENI.MI","2017-03-31","2007-09-30","0.008","290093","4741898.87","3 Banken-Generali Investment-Gesellschaft mbH","Aggregate MFs","Investment Managers","MED","MED","74.8087","532","36","313","0.0","Investment Advisor",".","Active","Europe","Austria"
"195","ENI.MI","2016-06-30","2013-06-30","0.008","290000","4675641.0","Degroof Petercam Asset Services SA","Aggregate MFs","Investment Managers","LOW","LOW","35.2261","122","15","95","0.01","Investment Advisor",".","Active","Europe","Luxembourg"
"196","ENI.MI","2017-10-31","1998-06-30","0.008","290000","4740978.0","Delen Capfi Private Bank","Aggregate MFs","Investment Managers","LOW","LOW","28.4329","244","3","140","0.02","Bank and Trust","Core Value","Active","Europe","Belgium"
"197","ENI.MI","2017-12-31","2007-03-31","0.0079","288031","4768209.19","BlackRock Financial Management, Inc.","Aggregate MFs","Investment Managers","LOW","LOW","46.962","615","199","729","0.2","Investment Advisor/Hedge Fund","Core Growth","Active","North America","United States"
"198","ENI.MI","2017-12-31","2015-04-30","0.0077","281300","4656780.85","Decalia SA","Aggregate MFs","Investment Managers","HIGH","HIGH","106.2962","4287","1184","2940","0.11","Investment Advisor",".","Active","Europe","Switzerland"
"199","ENI.MI","2017-12-31","1997-06-30","0.0077","279102","4620395.15","SunAmerica Asset Management, LLC","Aggregate MFs","Investment Managers","LOW","LOW","35.1884","44","7","45","0.53","Investment Advisor","Growth","Active","North America","United States"
"200","ENI.MI","2017-07-31","2007-09-30","0.0076","277250","4388922.95","LUKB Expert Fondsleitung AG","Aggregate MFs","Investment Managers","LOW","LOW","34.7129","6023","2135","4669","0.3","Investment Advisor","Core Growth","Active","Europe","Switzerland"
"201","ENI.MI","2017-12-31","1997-12-31","0.0075","271729","4498337.73","Ersel Asset Management SGR S.p.A.","Aggregate MFs","Investment Managers","LOW","LOW","48.7337","747","200","544","0.86","Investment Advisor/Hedge Fund","Core Growth","Active","Europe","Italy"
"202","ENI.MI","2016-12-31","2003-12-31","0.0074","268914","4373536.62","GLG Partners LP","Aggregate MFs","Investment Managers","MED","MED","77.9018","766","110","388","0.0","Investment Advisor/Hedge Fund","Hedge Fund","Active","Europe","United Kingdom"
"203","ENI.MI","2017-12-31","2002-06-30","0.0074","268753","4449071.54","W & W Asset Management GmbH","Aggregate MFs","Investment Managers","MED","MED","80.8179","108","4","37","0.26","Investment Advisor","Core Growth","Active","Europe","Germany"
"204","ENI.MI","2017-12-31","2007-03-31","0.0074","268516","4445149.17","Allianz Global Investors GmbH","Aggregate MFs","Investment Managers","LOW","LOW","49.2145","234","59","462","0.01","Investment Advisor","GARP","Active","Europe","Germany"
"205","ENI.MI","2017-12-31","2007-03-31","0.0073","266567","4412883.4","UBS Asset Management (Americas), Inc.","Aggregate MFs","Investment Managers","LOW","LOW","46.7835","271","49","92","0.0","Investment Advisor","Core Value","Active","North America","United States"
"206","ENI.MI","2017-12-31","2008-07-31","0.0071","258026","4271491.42","Martin Currie Investment Management Ltd.","Aggregate MFs","Investment Managers","LOW","LOW","43.4161","715","179","806","0.0","Investment Advisor/Hedge Fund","Core Growth","Active","Europe","United Kingdom"
"207","ENI.MI","2017-12-31","2017-06-30","0.0071","257561","4263793.57","Naventi Fonder AB","Aggregate MFs","Investment Managers","HIGH","HIGH","139.9006","5659","1706","4132","0.06","Investment Advisor",".","Active","Europe","Sweden"
"208","ENI.MI","2016-08-31","1997-03-31","0.0071","257514","3889800.47","Handelsbanken Kapitalförvaltning AB","Aggregate MFs","Investment Managers","LOW","LOW","36.9135","518","209","1008","0.06","Investment Advisor/Hedge Fund","Core Growth","Active","Europe","Sweden"
"209","ENI.MI","2017-12-31","1999-06-30","0.0071","257366","4260565.45","CA Indosuez Wealth (Europe) S.A.","Aggregate MFs","Investment Managers","HIGH","HIGH","104.7817","499","47","182","0.06","Bank and Trust","Core Value","Active","Europe","Luxembourg"
"210","ENI.MI","2017-12-31","2009-10-31","0.007","256061","4238962.82","AQR Capital Management, LLC","Aggregate MFs","Investment Managers","MED","MED","61.4328","278","78","635","0.07","Investment Advisor/Hedge Fund","Hedge Fund","Passive","North America","United States"
"211","ENI.MI","2016-12-31","2015-06-30","0.0069","252489","4106405.35","Abante Asesores Gestión, S.G.I.I.C., S.A.","Aggregate MFs","Investment Managers","LOW","LOW","31.1455","1955","551","1618","0.09","Investment Advisor",".","Active","Europe","Spain"
"212","ENI.MI","2017-12-31","2016-09-30","0.0069","250904","4153591.25","Hirtle, Callaghan & Co., LLC","Aggregate MFs","Investment Managers","HIGH","HIGH","113.9531","333","193","249","0.07","Investment Advisor/Hedge Fund","Hedge Fund","Active","North America","United States"
"213","ENI.MI","2017-12-31","2016-08-31","0.0069","250700","4150214.13","Schelcher Prince Gestion","Aggregate MFs","Investment Managers","MED","MED","78.1844","235","92","223","0.06","Investment Advisor",".","Active","Europe","France"
"214","ENI.MI","2017-05-31","2000-03-31","0.0068","245872","3894263.13","Mitsubishi UFJ Kokusai Asset Management Co., Ltd.","Aggregate MFs","Investment Managers","LOW","LOW","23.6599","1324","213","1258","0.05","Investment Advisor","Core Growth","Active","Asia / Pacific","Japan"
"215","ENI.MI","2017-12-31","1997-03-31","0.0065","236110","3908683.92","Amundi Deutschland GmbH","Aggregate MFs","Investment Managers","HIGH","HIGH","296.2263","1751","625","1660","0.08","Investment Advisor","Core Growth","Active","Europe","Germany"
"216","ENI.MI","2017-12-31","1998-03-31","0.0065","235290","3895108.31","Mapfre Inversión Dos, S.G.I.I.C., S.A.","Aggregate MFs","Investment Managers","LOW","LOW","39.1484","4760","2308","2487","0.01","Investment Advisor","Yield","Active","Europe","Spain"
"217","ENI.MI","2017-12-31","2016-03-31","0.0063","227974","3773995.58","Franklin Equity Group","Aggregate MFs","Investment Managers","LOW","LOW","18.5859","76","5","115","0.12","Investment Advisor","Core Growth","Active","North America","United States"
"218","ENI.MI","2017-12-31","2010-01-31","0.0063","227564","3767209.13","Janus Henderson Investors","Aggregate MFs","Investment Managers","MED","MED","53.1085","761","117","527","0.8","Investment Advisor/Hedge Fund","Core Growth","Active","Europe","United Kingdom"
"219","ENI.MI","2017-09-30","2001-12-31","0.0062","226462","3744934.16","March Asset Management, S.G.I.I.C., S.A.U.","Aggregate MFs","Investment Managers","LOW","LOW","42.8904","601","118","326","0.01","Investment Advisor","Core Growth","Active","Europe","Spain"
"220","ENI.MI","2017-12-31","2007-03-31","0.006","218106","3610636.63","Goldman Sachs Asset Management, L.P.","Aggregate MFs","Investment Managers","MED","MED","51.8681","179","48","32","0.03","Investment Advisor","Core Growth","Active","North America","United States"
"221","ENI.MI","2017-12-31","2015-12-31","0.0059","215930","3574613.19","Dorval Asset Management","Aggregate MFs","Investment Managers","MED","MED","77.6995","593","158","560","0.01","Investment Advisor","GARP","Active","Europe","France"
"222","ENI.MI","2016-06-30","2015-06-30","0.0059","215000","3466423.5","Pactio Gestión, S.G.I.I.C., S.A.","Aggregate MFs","Investment Managers",".",".",".","935","368","790","0.03","Investment Advisor/Hedge Fund","Core Growth","Active","Europe","Spain"
"223","ENI.MI","2017-12-31","2012-12-31","0.0059","213200","3529419.4","TOP Vermögensverwaltung AG","Aggregate MFs","Investment Managers","LOW","LOW","12.3683","323","37","166","0.76","Investment Advisor",".","Active","Europe","Germany"
"224","ENI.MI","2017-12-31","2001-12-31","0.0057","208858","3457539.76","Consultinvest Asset Management SGR S.p.A.","Aggregate MFs","Investment Managers","LOW","LOW","0.0","179","32","78","0.46","Investment Advisor","Core Growth","Active","Europe","Italy"
"225","ENI.MI","2017-12-31","2001-09-30","0.0056","203867","3374916.25","Monega Kapitalanlagegesellschaft mbH","Aggregate MFs","Investment Managers","LOW","LOW","0.0","1246","448","829","7.26","Investment Advisor",".","Active","Europe","Germany"
"226","ENI.MI","2017-12-31","2000-09-30","0.0056","202700","3355597.15","Gescooperativo, S.A., S.G.I.I.C.","Aggregate MFs","Investment Managers","LOW","LOW","43.8935","376","16","148","0.77","Investment Advisor","GARP","Active","Europe","Spain"
"227","ENI.MI","2017-12-31","2007-09-30","0.0055","200000","3310900.0","Tocqueville Finance S.A.","Aggregate MFs","Investment Managers","LOW","LOW","38.828","884","565","909","0.89","Investment Advisor","Core Value","Active","Europe","France"
"228","ENI.MI","2017-12-31","2007-03-31","0.0055","198235","3281682.08","CI Global Asset Management","Aggregate MFs","Investment Managers","MED","MED","84.4465","2639","742","2655","0.02","Investment Advisor/Hedge Fund","Core Value","Active","North America","Canada"
"229","ENI.MI","2017-12-31","1999-06-30","0.0054","196576","3254218.16","State Street Global Advisors Ltd. (Canada)","Aggregate MFs","Investment Managers","LOW","LOW","32.1936","2251","599","1171","0.0","Investment Advisor/Hedge Fund","Index","Passive","North America","Canada"
"230","ENI.MI","2017-12-31","2011-06-30","0.0054","196504","3253025.47","VanEck Asset Management B.V.","Aggregate MFs","Investment Managers","LOW","LOW","37.4881","1470","635","198","1.74","Investment Advisor","Index","Passive","Europe","Netherlands"
"231","ENI.MI","2017-12-31","2017-10-31","0.0053","194309","3216688.34","Aventicum Capital Management","Aggregate MFs","Investment Managers",".",".",".","899","133","721","0.01","Investment Advisor/Hedge Fund","Core Value","Active","Europe","Switzerland"
"232","ENI.MI","2017-12-31","2014-03-31","0.0053","194050","3212400.73","Callan LLC","Aggregate MFs","Investment Managers","LOW","LOW","33.1502","103","43","213","0.01","Investment Advisor/Hedge Fund","GARP","Active","North America","United States"
"233","ENI.MI","2016-06-30","2014-09-30","0.0053","191830","3092855.91","Unicorp Patrimonio, Sociedad de Valores, S.A.U.","Aggregate MFs","Investment Managers",".",".",".","4858","1709","2501","0.01","Investment Advisor",".","Active","Europe","Spain"
"234","ENI.MI","2017-12-31","2013-05-31","0.0053","191067","3163018.65","Hexavest Inc._NLE","Aggregate MFs","Investment Managers","MED","MED","71.7672","84","2","149","0.02","Investment Advisor/Hedge Fund",".","Active","North America","Canada"
"235","ENI.MI","2017-12-31","2002-09-30","0.0052","189400","3135422.3","Gesprofit S.A. S.G.I.I.C.","Aggregate MFs","Investment Managers","LOW","LOW","10.2477","26","3","34","0.0","Investment Advisor","Core Growth","Active","Europe","Spain"
"236","ENI.MI","2017-12-31","2001-09-30","0.0051","186237","3083060.42","Russell Investments Limited","Aggregate MFs","Investment Managers","MED","MED","67.9299","94","61","350","0.06","Investment Advisor","Core Value","Active","Europe","United Kingdom"
"237","ENI.MI","2017-12-31","1997-03-31","0.0051","184398","3052616.69","Metropolitan Life Insurance Co. (US)","Aggregate MFs","Investment Managers","LOW","LOW","49.1685","165","136","104","0.07","Insurance Company","Index","Passive","North America","United States"
"238","ENI.MI","2017-12-31","1998-03-31","0.0051","184101","3047700.72","Bankia Fondos, S.G.I.I.C., S.A._NLE","Aggregate MFs","Investment Managers","MED","MED","72.7411","2391","723","935","0.1","Investment Advisor",".","Active","Europe","Spain"
"239","ENI.MI","2017-12-31","1999-03-31","0.0051","183551","3038595.03","Bankinter Gestión de Activos, SGIIC S.A.","Aggregate MFs","Investment Managers","MED","MED","62.0725","648","86","751","0.01","Investment Advisor","Core Growth","Active","Europe","Spain"
"240","ENI.MI","2017-12-31","1997-03-31","0.005","182508","3021328.69","SEB Investment Management AB","Aggregate MFs","Investment Managers","MED","MED","61.2824","99","59","262","4.05","Investment Advisor","Core Growth","Active","Europe","Sweden"
"241","ENI.MI","2017-12-31","2007-03-31","0.005","181084","2997755.79","JP Morgan Asset Management","Aggregate MFs","Investment Managers","LOW","LOW","34.3769","1825","330","948","0.0","Investment Advisor","GARP","Active","North America","United States"
"242","ENI.MI","2017-11-30","2003-06-30","0.0049","178209","2929185.69","Edinburgh Partners Limited","Aggregate MFs","Investment Managers","LOW","LOW","42.0741","753","220","718","0.57","Investment Advisor","Core Value","Active","Europe","United Kingdom"
"243","ENI.MI","2017-12-31","1997-06-30","0.0049","177000","2930147.19","Palatine Asset Management","Aggregate MFs","Investment Managers","HIGH","HIGH","105.2083","2748","1123","3295","0.05","Investment Advisor","GARP","Active","Europe","France"
"244","ENI.MI","2017-12-31","2003-03-31","0.0049","176766","2926273.44","BlackRock Asset Management Canada Limited","Aggregate MFs","Investment Managers","LOW","LOW","12.1382","179","24","88","0.0","Investment Advisor/Hedge Fund","Index","Passive","North America","Canada"
"245","ENI.MI","2017-12-31","1997-06-30","0.0048","174700","2892071.83","Rothschild & Co Asset Management Europe SCS","Aggregate MFs","Investment Managers","LOW","LOW","38.7987","342","115","327","0.73","Investment Advisor","GARP","Active","Europe","France"
"246","ENI.MI","2017-12-31","2016-12-31","0.0048","173791","2877023.11","Chautauqua Capital Management, LLC","Aggregate MFs","Investment Managers","MED","MED","94.484","1497","276","386","0.03","Investment Advisor","GARP","Active","North America","United States"
"247","ENI.MI","2017-12-31","1998-06-30","0.0047","172461","2855005.62","TD Asset Management Inc.","Aggregate MFs","Investment Managers","LOW","LOW","33.0585","1114","1018","309","0.89","Investment Advisor","GARP","Active","North America","Canada"
"248","ENI.MI","2017-12-31","2002-12-31","0.0046","167355","2770478.35","Bergos Berenberg AG","Aggregate MFs","Investment Managers","LOW","LOW","30.7402","2280","1445","1059","0.0","Bank and Trust","Core Growth","Active","Europe","Switzerland"
"249","ENI.MI","2017-12-31","1998-09-30","0.0046","166294","2752914.02","Irish Life Investment Managers Ltd.","Aggregate MFs","Investment Managers","LOW","LOW","25.8471","382","111","378","0.02","Investment Advisor","Core Value","Active","Europe","Ireland"
"250","ENI.MI","2017-12-31","2010-04-30","0.0045","163154","2700933.53","Parametric Portfolio Associates LLC","Aggregate MFs","Investment Managers","LOW","LOW","36.9913","2656","1605","1472","0.02","Investment Advisor","Aggres. Gr.","Passive","North America","United States"
"251","ENI.MI","2017-03-31","2017-03-31","0.0045","162504","2656312.06","Nuveen Asset Management, LLC","Aggregate MFs","Investment Managers","MED","MED","67.5507","347","31","107","0.11","Investment Advisor/Hedge Fund","Core Value","Active","North America","United States"
"252","ENI.MI","2017-12-31","2011-06-30","0.0045","162131","2683997.64","Pzena Investment Management, LLC","Aggregate MFs","Investment Managers","LOW","LOW","30.835","340","58","422","0.14","Investment Advisor/Hedge Fund","Core Value","Active","North America","United States"
"253","ENI.MI","2017-08-31","2006-03-31","0.0045","161854","2538340.1","DB Platinum Advisors","Aggregate MFs","Investment Managers","MED","MED","83.9729","2336","481","979","0.03","Investment Advisor","Index","Passive","Europe","Luxembourg"
"254","ENI.MI","2017-09-30","2003-03-31","0.0044","161633","2672876.43","BOCI-Prudential Asset Management Ltd.","Aggregate MFs","Investment Managers","MED","MED","56.547","831","309","437","0.1","Investment Advisor","Core Value","Active","Asia / Pacific","Hong Kong"
"255","ENI.MI","2017-12-31","2014-06-30","0.0044","160659","2659629.42","Cygnus Asset Management SGIIC, S.A.","Aggregate MFs","Investment Managers","HIGH","HIGH","156.7979","132","64","64","0.04","Hedge Fund","Hedge Fund","Active","Europe","Spain"
"256","ENI.MI","2017-05-31","2001-06-30","0.0044","159862","2531990.27","Sumitomo Mitsui Trust Asset Management Co., Ltd.","Aggregate MFs","Investment Managers","LOW","LOW","35.0604","172","22","161","1.93","Investment Advisor","Core Growth","Active","Asia / Pacific","Japan"
"257","ENI.MI","2017-12-31","1999-09-30","0.0044","159220","2635807.49","Security Kapitalanlage AG","Aggregate MFs","Investment Managers","LOW","LOW","11.9109","479","188","588","0.0","Investment Advisor","Index","Passive","Europe","Austria"
"258","ENI.MI","2017-12-31","1997-06-30","0.0044","159192","2635343.96","Symphonia SGR Spa","Aggregate MFs","Investment Managers","MED","MED","94.2201","51","14","28","0.02","Investment Advisor/Hedge Fund","Momentum","Active","Europe","Italy"
"259","ENI.MI","2017-12-31","2014-08-31","0.0042","152000","2516284.0","SOPRARNO SGR S.p.A.","Aggregate MFs","Investment Managers","MED","MED","88.0964","249","247","279","0.05","Investment Advisor",".","Active","Europe","Italy"
"260","ENI.MI","2017-12-31","2010-05-31","0.0042","151929","2515108.63","Dimensional Fund Advisors, Ltd.","Aggregate MFs","Investment Managers","LOW","LOW","30.6755","6834","2642","2405","0.0","Investment Advisor","Deep Value","Passive","Europe","United Kingdom"
"261","ENI.MI","2017-12-31","2017-11-30","0.0041","150000","2483175.0","Darwin Inversiones S.A.","Aggregate MFs","Investment Managers","HIGH","HIGH","109.5474","174","8","62","0.36","Investment Advisor",".","Active","Latin America","Argentina"
"262","ENI.MI","2016-09-30","2000-06-30","0.0041","150000","2161065.0","Transatlantique Gestion_NLE","Aggregate MFs","Investment Managers","LOW","LOW","4.018","3486","1319","882","0.65","Investment Advisor",".","Active","Europe","France"
"263","ENI.MI","2016-12-31","2016-12-31","0.0041","150000","2439555.0","Gay-Lussac Gestion SAS","Aggregate MFs","Investment Managers",".",".",".","1149","561","610","0.03","Investment Advisor",".","Active","Europe","France"
"264","ENI.MI","2017-12-31","2003-09-30","0.0041","147883","2448129.12","DNB Asset Management AS","Aggregate MFs","Investment Managers","MED","MED","52.5334","482","174","400","0.05","Investment Advisor/Hedge Fund","Growth","Active","Europe","Norway"
"265","ENI.MI","2017-12-31","2000-03-31","0.0041","147656","2444371.25","Caja España Fondos, S.A., S.G.I.I.C.","Aggregate MFs","Investment Managers","HIGH","HIGH","113.9972","139","14","32","0.0","Investment Advisor","GARP","Active","Europe","Spain"
"266","ENI.MI","2017-12-31","1997-03-31","0.004","145650","2411162.93","HSBC Global Asset Management Deutschland GmbH","Aggregate MFs","Investment Managers","LOW","LOW","49.2673","2276","745","1789","0.11","Investment Advisor","Core Value","Active","Europe","Germany"
"267","ENI.MI","2017-12-31","1998-03-31","0.004","145198","2403680.29","State Street Global Advisors (France) S.A.","Aggregate MFs","Investment Managers","MED","MED","59.5977","931","147","411","2.9","Investment Advisor","Index","Passive","Europe","France"
"268","ENI.MI","2017-06-30","1997-03-31","0.004","143564","2158141.99","Lord, Abbett & Co. LLC","Aggregate MFs","Investment Managers","MED","MED","64.857","415","154","138","2.42","Investment Advisor","Core Value","Active","North America","United States"
"269","ENI.MI","2017-08-31","2001-06-30","0.0039","143264","2246790.05","Nordea Investment Management AB (Denmark)","Aggregate MFs","Investment Managers","LOW","LOW","43.0505","62","13","39","0.0","Investment Advisor","Core Value","Active","Europe","Denmark"
"270","ENI.MI","2016-09-30","2014-03-31","0.0039","143231","2063543.34","St. James's Place Wealth Management Plc","Aggregate MFs","Investment Managers","LOW","LOW","0.0","4006","1522","3283","0.51","Investment Advisor/Hedge Fund","GARP","Active","Europe","United Kingdom"
"271","ENI.MI","2017-12-31","1997-03-31","0.0038","139047","2301853.56","Groupama Asset Management","Aggregate MFs","Investment Managers","LOW","LOW","48.7729","2068","426","1266","0.19","Investment Advisor","Core Growth","Active","Europe","France"
"272","ENI.MI","2017-12-31","2006-06-30","0.0036","132162","2187875.83","LLB Asset Management AG","Aggregate MFs","Investment Managers","HIGH","HIGH","103.334","197","1","21","0.35","Investment Advisor","Core Value","Active","Europe","Liechtenstein"
"273","ENI.MI","2017-12-31","2000-09-30","0.0036","129566","2144900.35","Santander Asset Management - S.G.F.I.M., S.A","Aggregate MFs","Investment Managers","MED","MED","60.8561","247","15","243","0.04","Investment Advisor",".","Active","Europe","Portugal"
"274","ENI.MI","2017-12-31","2007-03-31","0.0035","128813","2132434.81","O'Shaughnessy Asset Management, LLC","Aggregate MFs","Investment Managers","MED","MED","72.3453","875","147","1687","0.05","Investment Advisor","Core Growth","Active","North America","United States"
"275","ENI.MI","2017-12-31","1997-05-15","0.0035","128608","2129041.14","Aviva Investors Global Services Limited","Aggregate MFs","Investment Managers","LOW","LOW","36.6795","1566","195","811","0.0","Investment Advisor/Hedge Fund","Core Growth","Active","Europe","United Kingdom"
"276","ENI.MI","2016-06-30","2012-12-31","0.0035","127128","2049672.03","Portfolio Solutions, LLC","Aggregate MFs","Investment Managers","LOW","LOW","6.914","1885","242","2022","0.05","Investment Advisor",".","Active","North America","United States"
"277","ENI.MI","2016-12-31","2015-03-31","0.0035","126755","2061505.29","Vanguard Capital","Aggregate MFs","Investment Managers","LOW","LOW","40.478","221","88","86","0.0","Investment Advisor",".","Active","North America","United States"
"278","ENI.MI","2017-12-31","2016-07-31","0.0035","125433","2076481.09","La Française Inflection Point","Aggregate MFs","Investment Managers","HIGH","HIGH","132.4625","512","84","256","0.35","Investment Advisor",".","Active","Europe","France"
"279","ENI.MI","2017-12-31","2003-06-30","0.0034","125000","2069312.99","Meeschaert Amilton Asset Management","Aggregate MFs","Investment Managers","MED","MED","65.5153","54","4","9","0.01","Investment Advisor","Growth","Active","Europe","France"
"280","ENI.MI","2017-03-31","1997-03-31","0.0034","125000","2043262.5","Credit Mutuel Asset Management","Aggregate MFs","Investment Managers","LOW","LOW","40.6888","446","257","496","0.0","Investment Advisor","Growth","Active","Europe","France"
"281","ENI.MI","2017-12-31","2003-09-30","0.0034","124059","2053734.72","Keppler Asset Management, Inc.","Aggregate MFs","Investment Managers","LOW","LOW","48.1416","600","202","413","0.0","Investment Advisor","Core Value","Active","North America","United States"
"282","ENI.MI","2016-09-30","2011-11-30","0.0034","122500","1764869.75","Lemanik Asset Management S.A.","Aggregate MFs","Investment Managers","MED","MED","55.2693","1828","337","721","0.33","Investment Advisor","Core Growth","Active","Europe","Luxembourg"
"283","ENI.MI","2017-11-30","2001-12-31","0.0034","121879","2003300.75","State Street Global Advisors (Japan) Co., Ltd.","Aggregate MFs","Investment Managers","LOW","LOW","17.0669","275","39","74","0.0","Investment Advisor","Index","Passive","Asia / Pacific","Japan"
"284","ENI.MI","2017-12-31","2014-09-30","0.0033","120000","1986540.0","Talence Gestion, SAS","Aggregate MFs","Investment Managers","HIGH","HIGH","100.6285","56","1","10","2.74","Investment Advisor",".","Active","Europe","France"
"285","ENI.MI","2017-12-31","1998-09-30","0.0033","119665","1980994.24","Helaba Invest Kapitalanlagegesellschaft mbH","Aggregate MFs","Investment Managers","MED","MED","65.5912","2099","412","1864","0.16","Investment Advisor","Core Value","Passive","Europe","Germany"
"286","ENI.MI","2017-12-31","1997-06-30","0.0033","119245","1974041.82","Nikko Asset Management Co., Ltd.","Aggregate MFs","Investment Managers","LOW","LOW","21.0339","619","621","10","0.15","Investment Advisor/Hedge Fund","Core Growth","Active","Asia / Pacific","Japan"
"287","ENI.MI","2016-06-30","2006-03-31","0.0033","118343","1908032.35","Spuerkeess Asset Management","Aggregate MFs","Investment Managers","MED","MED","54.0923","136","54","156","0.02","Investment Advisor","Core Value","Active","Europe","Luxembourg"
"288","ENI.MI","2017-12-31","2011-03-31","0.0032","116858","1934525.76","IndexIQ Advisors LLC","Aggregate MFs","Investment Managers","HIGH","HIGH","132.0068","665","207","332","0.05","Investment Advisor/Hedge Fund","Index","Passive","North America","United States"
"289","ENI.MI","2017-12-31","1997-03-31","0.0032","116178","1923269.15","GAM Investment Management (Switzerland) AG","Aggregate MFs","Investment Managers","MED","MED","72.0278","933","33","275","0.18","Investment Advisor/Hedge Fund","GARP","Active","Europe","Switzerland"
"290","ENI.MI","2017-12-31","2008-06-30","0.0032","115000","1903767.5","Morval SIM SpA","Aggregate MFs","Investment Managers","MED","MED","69.1528","565","112","389","0.32","Investment Advisor",".","Active","Europe","Italy"
"291","ENI.MI","2017-08-31","1999-12-31","0.0032","114539","1796303.68","Fiera Capital Corporation","Aggregate MFs","Investment Managers","LOW","LOW","46.4234","88","1","18","0.1","Investment Advisor/Hedge Fund","GARP","Active","North America","Canada"
